OBJECTID,SampleID,Ename,ID_Number,Peviously_Marked,Marked_mussel,Status,Sex,Gravidity,Age,Length,Height,VoucherLocation,VoucherType,ZebrasAttached,Comments,Northing,Easting,Method,NumberLive,NUM5YEAR,NumZebrasAttached1,PerZebraCoverage1,Listed_old,Tolerant_old,Lampsilini_old,Juveniles_old,Over_15yrs_old,tribe_old
436,201509010355.000000000000000,Megalonaias nervosa,,,,Weathered Dead,,,0,0,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
437,201509010355.000000000000000,Obliquaria reflexa,,,,Live,,,3,18,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
438,201509010355.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,0,0,,,0,0,0,0,0,Anodontini
439,201509010355.000000000000000,Quadrula pustulosa,,,,Weathered Dead,,,0,0,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
440,201509010355.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
441,201509010355.000000000000000,Toxolasma parvus,,,,Live,,,1,12,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
442,201509010355.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
443,201509010356.000000000000000,Amblema plicata,,,,Live,,,3,17,,,,,,4743721.621500000357628,655397.867800000123680,Quantitative,1,1,,,0,1,0,1,0,Amblemini
444,201509010356.000000000000000,Leptodea fragilis,,,,Weathered Dead,,,0,0,,,,,,4743721.621500000357628,655397.867800000123680,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
445,201509010356.000000000000000,Potamilus ohiensis,,,,Weathered Dead,,,0,0,,,,,,4743721.621500000357628,655397.867800000123680,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
446,201509010356.000000000000000,Toxolasma parvus,,,,Weathered Dead,,,0,0,,,,,,4743721.621500000357628,655397.867800000123680,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
447,201509010356.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743721.621500000357628,655397.867800000123680,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
448,201509010357.000000000000000,Lampsilis siliquoidea,,,,Live,,,13,101,,,,,,4743949.861999999731779,655334.253800000064075,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
449,201509010357.000000000000000,Lampsilis siliquoidea,,,,Live,,,12,90,,,,,,4743949.861999999731779,655334.253800000064075,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
450,201509010357.000000000000000,Toxolasma parvus,,,,Weathered Dead,,,0,0,,,,,,4743949.861999999731779,655334.253800000064075,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
451,201509010358.000000000000000,Lampsilis cardium,,,,Live,,,12,104,,,,,,4743953.118899999186397,655334.379700000397861,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
452,201509010358.000000000000000,Lampsilis siliquoidea,,,,Live,,,7,78,,,,,,4743953.118899999186397,655334.379700000397861,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
453,201509010358.000000000000000,Lampsilis siliquoidea,,,,Live,,,18,86,,,,,,4743953.118899999186397,655334.379700000397861,Quantitative,1,0,,,0,0,1,0,1,Lampsilini
454,201509010359.000000000000000,Amblema plicata,,,,Live,,,12,63,,,,,,4743931.573200000450015,655380.423200000077486,Quantitative,1,0,,,0,1,0,0,0,Amblemini
455,201509010359.000000000000000,Amblema plicata,,,,Live,,,3,19,,,,,,4743931.573200000450015,655380.423200000077486,Quantitative,1,1,,,0,1,0,1,0,Amblemini
456,201509010359.000000000000000,Obliquaria reflexa,,,,Live,,,1,12,,,,,,4743931.573200000450015,655380.423200000077486,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
457,201509010359.000000000000000,Potamilus alatus,,,,Weathered Dead,,,0,0,,,,,,4743931.573200000450015,655380.423200000077486,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
458,201509010359.000000000000000,Quadrula pustulosa,,,,Weathered Dead,,,0,0,,,,,,4743931.573200000450015,655380.423200000077486,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
459,201509010359.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743931.573200000450015,655380.423200000077486,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
460,201509010360.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743730.535499999299645,655405.551300000399351,Quantitative,0,0,,,0,1,0,0,0,Amblemini
461,201509010360.000000000000000,Fusconaia flava,,,,Weathered Dead,,,0,0,,,,,,4743730.535499999299645,655405.551300000399351,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
462,201509010360.000000000000000,Lampsilis cardium,,,,Weathered Dead,,,0,0,,,,,,4743730.535499999299645,655405.551300000399351,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
463,201509010360.000000000000000,Leptodea fragilis,,,,Weathered Dead,,,0,0,,,,,,4743730.535499999299645,655405.551300000399351,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
464,201509010360.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743730.535499999299645,655405.551300000399351,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
465,201509010360.000000000000000,Pleurobema sintoxia,,,,Weathered Dead,,,0,0,,,,,,4743730.535499999299645,655405.551300000399351,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
466,201509010360.000000000000000,Potamilus alatus,,,,Weathered Dead,,,0,0,,,,,,4743730.535499999299645,655405.551300000399351,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
467,201509010360.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743730.535499999299645,655405.551300000399351,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
468,201509010360.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743730.535499999299645,655405.551300000399351,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
469,201509010361.000000000000000,Amblema plicata,,,,Live,,,14,82,,,,,,4743960.187300000339746,655357.760200000368059,Quantitative,1,0,,,0,1,0,0,0,Amblemini
470,201509010361.000000000000000,Amblema plicata,,,,Live,,,13,87,,,,,,4743960.187300000339746,655357.760200000368059,Quantitative,1,0,,,0,1,0,0,0,Amblemini
471,201509010361.000000000000000,Amblema plicata,,,,Live,,,6,62,,,,,,4743960.187300000339746,655357.760200000368059,Quantitative,1,0,,,0,1,0,0,0,Amblemini
472,201509010361.000000000000000,Obliquaria reflexa,,,,Live,,,2,24,,,,,,4743960.187300000339746,655357.760200000368059,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
473,201509010361.000000000000000,Obliquaria reflexa,,,,Live,,,3,27,,,,,,4743960.187300000339746,655357.760200000368059,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
474,201509010361.000000000000000,Quadrula pustulosa,,,,Live,,,3,18,,,,,,4743960.187300000339746,655357.760200000368059,Quantitative,1,1,,,0,0,0,1,0,Quadrulini
475,201509010362.000000000000000,Lampsilis cardium,,,,Fresh Dead,,,0,0,,,,,,4743578.812899999320507,655370.406700000166893,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
476,201509010363.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743713.293999999761581,655334.532399999909103,Quantitative,0,0,,,0,1,0,0,0,Amblemini
477,201509010363.000000000000000,Fusconaia flava,,,,Weathered Dead,,,0,0,,,,,,4743713.293999999761581,655334.532399999909103,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
478,201509010363.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743713.293999999761581,655334.532399999909103,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
479,201509010363.000000000000000,Ligumia recta,,,,Live,,,5,88,,,,,,4743713.293999999761581,655334.532399999909103,Quantitative,1,1,,,1,0,1,1,0,Lampsilini
480,201509010363.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743713.293999999761581,655334.532399999909103,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
481,201509010363.000000000000000,Quadrula nodulata,,,,Weathered Dead,,,0,0,,,,,,4743713.293999999761581,655334.532399999909103,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
482,201509010363.000000000000000,Quadrula pustulosa,,,,Weathered Dead,,,0,0,,,,,,4743713.293999999761581,655334.532399999909103,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
483,201509010363.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743713.293999999761581,655334.532399999909103,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
484,201509010363.000000000000000,Toxolasma parvus,,,,Weathered Dead,,,0,0,,,,,,4743713.293999999761581,655334.532399999909103,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
485,201509010363.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743713.293999999761581,655334.532399999909103,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
486,201509010364.000000000000000,Amblema plicata,,,,Live,,,17,91,,,,,,4743933.811100000515580,655373.222900000400841,Quantitative,1,0,,,0,1,0,0,1,Amblemini
487,201509010364.000000000000000,Amblema plicata,,,,Live,,,16,81,,,,,,4743933.811100000515580,655373.222900000400841,Quantitative,1,0,,,0,1,0,0,1,Amblemini
488,201509010364.000000000000000,Amblema plicata,,,,Live,,,11,66,,,,,,4743933.811100000515580,655373.222900000400841,Quantitative,1,0,,,0,1,0,0,0,Amblemini
489,201509010364.000000000000000,Amblema plicata,,,,Live,,,14,73,,,,,,4743933.811100000515580,655373.222900000400841,Quantitative,1,0,,,0,1,0,0,0,Amblemini
490,201509010364.000000000000000,Amblema plicata,,,,Live,,,15,73,,,,,,4743933.811100000515580,655373.222900000400841,Quantitative,1,0,,,0,1,0,0,1,Amblemini
491,201509010364.000000000000000,Obliquaria reflexa,,,,Live,,,3,21,,,,,,4743933.811100000515580,655373.222900000400841,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
492,201509010364.000000000000000,Quadrula pustulosa,,,,Weathered Dead,,,0,0,,,,,,4743933.811100000515580,655373.222900000400841,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
493,201509010365.000000000000000,Amblema plicata,,,,Live,,,3,17,,,,,,4743822.198699999600649,655392.746799999848008,Quantitative,1,1,,,0,1,0,1,0,Amblemini
494,201509010365.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743822.198699999600649,655392.746799999848008,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
495,201509010365.000000000000000,Leptodea fragilis,,,,Weathered Dead,,,0,0,,,,,,4743822.198699999600649,655392.746799999848008,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
496,201509010365.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743822.198699999600649,655392.746799999848008,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
497,201509010365.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743822.198699999600649,655392.746799999848008,Quantitative,0,0,,,0,0,0,0,0,Anodontini
498,201509010365.000000000000000,Quadrula pustulosa,,,,Weathered Dead,,,0,0,,,,,,4743822.198699999600649,655392.746799999848008,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
499,201509010366.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743924.585799999535084,655417.100999999791384,Quantitative,0,0,,,0,1,0,0,0,Amblemini
500,201509010366.000000000000000,Fusconaia flava,,,,Weathered Dead,,,0,0,,,,,,4743924.585799999535084,655417.100999999791384,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
501,201509010366.000000000000000,Ligumia recta,,,,Live,,,1,22,,,,,,4743924.585799999535084,655417.100999999791384,Quantitative,1,1,,,1,0,1,1,0,Lampsilini
502,201509010366.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743924.585799999535084,655417.100999999791384,Quantitative,0,0,,,0,0,0,0,0,Anodontini
503,201509010366.000000000000000,Quadrula nodulata,,,,Weathered Dead,,,0,0,,,,,,4743924.585799999535084,655417.100999999791384,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
504,201509010366.000000000000000,Toxolasma parvus,,,,Weathered Dead,,,0,0,,,,,,4743924.585799999535084,655417.100999999791384,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
505,201509010366.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743924.585799999535084,655417.100999999791384,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
506,201509010366.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743924.585799999535084,655417.100999999791384,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
507,201509010367.000000000000000,Amblema plicata,,,,Live,,,10,59,,,,,,4743753.125800000503659,655379.732200000435114,Quantitative,1,0,,,0,1,0,0,0,Amblemini
508,201509010367.000000000000000,Fusconaia flava,,,,Weathered Dead,,,0,0,,,,,,4743753.125800000503659,655379.732200000435114,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
509,201509010367.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743753.125800000503659,655379.732200000435114,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
510,201509010367.000000000000000,Ligumia recta,,,,Weathered Dead,,,0,0,,,,,,4743753.125800000503659,655379.732200000435114,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
511,201509010367.000000000000000,Megalonaias nervosa,,,,Weathered Dead,,,0,0,,,,,,4743753.125800000503659,655379.732200000435114,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
512,201509010367.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743753.125800000503659,655379.732200000435114,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
513,201509010367.000000000000000,Quadrula pustulosa,,,,Weathered Dead,,,0,0,,,,,,4743753.125800000503659,655379.732200000435114,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
514,201509010367.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743753.125800000503659,655379.732200000435114,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
515,201509010367.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743753.125800000503659,655379.732200000435114,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
516,201509010368.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4743581.479399999603629,655345.213200000114739,Quantitative,0,0,,,0,1,0,0,0,Amblemini
517,201509010368.000000000000000,Fusconaia ebena,,,,Fresh Dead,,,0,0,,,,,,4743581.479399999603629,655345.213200000114739,Quantitative,0,0,,,1,0,0,0,0,Pleurobemini
518,201509010368.000000000000000,Fusconaia flava,,,,Fresh Dead,,,0,0,,,,,,4743581.479399999603629,655345.213200000114739,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
519,201509010368.000000000000000,Lampsilis cardium,,,,Fresh Dead,,,0,0,,,,,,4743581.479399999603629,655345.213200000114739,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
520,201509010368.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4743581.479399999603629,655345.213200000114739,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
521,201509010368.000000000000000,Obliquaria reflexa,,,,Live,,,13,42,,,,,,4743581.479399999603629,655345.213200000114739,Quantitative,1,0,,,0,1,1,0,0,Lampsilini
522,201509010368.000000000000000,Potamilus alatus,,,,Fresh Dead,,,0,0,,,,,,4743581.479399999603629,655345.213200000114739,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
523,201509010368.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4743581.479399999603629,655345.213200000114739,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
524,201509010368.000000000000000,Quadrula quadrula,,,,Fresh Dead,,,0,0,,,,,,4743581.479399999603629,655345.213200000114739,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
525,201509010368.000000000000000,Truncilla donaciformis,,,,Fresh Dead,,,0,0,,,,,,4743581.479399999603629,655345.213200000114739,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
526,201509010369.000000000000000,Amblema plicata,,,,Live,,,3,18,,,,,,4743737.579800000414252,655352.162299999967217,Quantitative,1,1,,,0,1,0,1,0,Amblemini
527,201509010369.000000000000000,Amblema plicata,,,,Live,,,4,21,,,,,,4743737.579800000414252,655352.162299999967217,Quantitative,1,1,,,0,1,0,1,0,Amblemini
528,201509010369.000000000000000,Quadrula pustulosa,,,,Live,,,3,14,,,,,,4743737.579800000414252,655352.162299999967217,Quantitative,1,1,,,0,0,0,1,0,Quadrulini
529,201509010370.000000000000000,Lampsilis siliquoidea,,,,Live,,,9,79,,,,,,4743925.138800000771880,655324.526700000278652,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
530,201509010370.000000000000000,Lampsilis siliquoidea,,,,Live,,,3,62,,,,,,4743925.138800000771880,655324.526700000278652,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
531,201509010371.000000000000000,Fusconaia flava,,,,Live,,,12,59,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,0,,,0,0,0,0,0,Pleurobemini
532,201509010371.000000000000000,Lampsilis siliquoidea,,,,Live,,,6,72,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
533,201509010371.000000000000000,Megalonaias nervosa,,,,Weathered Dead,,,0,0,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
534,201509010371.000000000000000,Obliquaria reflexa,,,,Live,,,1,14,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
535,201509010371.000000000000000,Potamilus alatus,,,,Live,,,2,54,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
536,201509010371.000000000000000,Pyganodon grandis,,,,Live,,,3,66,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,0,1,0,Anodontini
537,201509010371.000000000000000,Toxolasma parvus,,,,Live,,,2,15,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
538,201509010371.000000000000000,Toxolasma parvus,,,,Live,,,2,16,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
539,201509010371.000000000000000,Toxolasma parvus,,,,Live,,,2,20,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
540,201509010371.000000000000000,Toxolasma parvus,,,,Live,,,2,18,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
541,201509010371.000000000000000,Toxolasma parvus,,,,Live,,,2,18,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
542,201509010371.000000000000000,Toxolasma parvus,,,,Live,,,2,16,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
543,201509010371.000000000000000,Toxolasma parvus,,,,Live,,,3,22,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
544,201509010371.000000000000000,Utterbackia imbecillis,,,,Live,,,3,32,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,0,1,0,Anodontini
545,201509010371.000000000000000,Utterbackia imbecillis,,,,Live,,,3,28,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,0,1,0,Anodontini
546,201509010371.000000000000000,Utterbackia imbecillis,,,,Live,,,5,41,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,0,1,0,Anodontini
547,201509010371.000000000000000,Utterbackia imbecillis,,,,Live,,,5,34,,,,,,4743952.920700000599027,655324.504900000058115,Quantitative,1,1,,,0,0,0,1,0,Anodontini
548,201509010372.000000000000000,Amblema plicata,,,,Live,,,21,85,,,,,,4743539.916400000452995,655338.922399999573827,Quantitative,1,0,,,0,1,0,0,1,Amblemini
549,201509010372.000000000000000,Amblema plicata,,,,Live,,,17,87,,,,,,4743539.916400000452995,655338.922399999573827,Quantitative,1,0,,,0,1,0,0,1,Amblemini
550,201509010372.000000000000000,Elliptio dilatata,,,,Fresh Dead,,,0,0,,,,,,4743539.916400000452995,655338.922399999573827,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
551,201509010372.000000000000000,Fusconaia flava,,,,Fresh Dead,,,0,0,,,,,,4743539.916400000452995,655338.922399999573827,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
552,201509010372.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4743539.916400000452995,655338.922399999573827,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
553,201509010372.000000000000000,Leptodea fragilis,,,,Fresh Dead,,,0,0,,,,,,4743539.916400000452995,655338.922399999573827,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
554,201509010372.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4743539.916400000452995,655338.922399999573827,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
555,201509010372.000000000000000,Obliquaria reflexa,,,,Live,,,3,27,,,,,,4743539.916400000452995,655338.922399999573827,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
556,201509010372.000000000000000,Potamilus alatus,,,,Fresh Dead,,,0,0,,,,,,4743539.916400000452995,655338.922399999573827,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
557,201509010372.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4743539.916400000452995,655338.922399999573827,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
558,201509010373.000000000000000,Leptodea fragilis,,,,Weathered Dead,,,0,0,,,,,,4743765.627499999478459,655428.721800000406802,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
559,201509010373.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743765.627499999478459,655428.721800000406802,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
560,201509020301.000000000000000,Lampsilis siliquoidea,,,,Live,,,12,102,,,,,,4743967.308499999344349,655321.252299999818206,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
561,201509020304.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4744040.713999999687076,655414.009899999946356,Quantitative,0,0,,,0,1,0,0,0,Amblemini
562,201509020304.000000000000000,Truncilla truncata,,,,Fresh Dead,,,0,0,,,,,,4744040.713999999687076,655414.009899999946356,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
563,201509020305.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4744028.204500000923872,655334.577100000344217,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
564,201509020305.000000000000000,Toxolasma parvus,,,,Fresh Dead,,,0,0,,,,,,4744028.204500000923872,655334.577100000344217,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
565,201509020306.000000000000000,Amblema plicata,,,,Live,,,1,18,,,,,,4744051.321599999442697,655365.949799999594688,Quantitative,1,1,,,0,1,0,1,0,Amblemini
566,201509020306.000000000000000,Utterbackia imbecillis,,,,Live,,,4,48,,,,,,4744051.321599999442697,655365.949799999594688,Quantitative,1,1,,,0,0,0,1,0,Anodontini
567,201509020308.000000000000000,Actinonaias ligamentina,,,,Fresh Dead,,,0,0,,,,,,4744014.282899999991059,655375.783999999985099,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
568,201509020308.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4744014.282899999991059,655375.783999999985099,Quantitative,0,0,,,0,1,0,0,0,Amblemini
569,201509020308.000000000000000,Leptodea fragilis,,,,Live,,,1,16,,,,,,4744014.282899999991059,655375.783999999985099,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
570,201509020308.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4744014.282899999991059,655375.783999999985099,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
571,201509020309.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4744012.940999999642372,655415.687900000251830,Quantitative,0,0,,,0,1,0,0,0,Amblemini
572,201509020309.000000000000000,Obliquaria reflexa,,,,Live,,,1,16,,,,,,4744012.940999999642372,655415.687900000251830,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
573,201509020309.000000000000000,Toxolasma parvus,,,,Live,,,0,0,,,,,,4744012.940999999642372,655415.687900000251830,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
574,201509020309.000000000000000,Truncilla donaciformis,,,,Live,,,2,11,,,,,,4744012.940999999642372,655415.687900000251830,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
575,201509020310.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4744084.402499999850988,655392.994099999777973,Quantitative,0,0,,,0,1,0,0,0,Amblemini
576,201509020310.000000000000000,Ligumia recta,,,,Fresh Dead,,,0,0,,,,,,4744084.402499999850988,655392.994099999777973,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
577,201509020310.000000000000000,Obliquaria reflexa,,,,Fresh Dead,,,0,0,,,,,,4744084.402499999850988,655392.994099999777973,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
578,201509020310.000000000000000,Potamilus alatus,,,,Fresh Dead,,,0,0,,,,,,4744084.402499999850988,655392.994099999777973,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
579,201509020310.000000000000000,Quadrula pustulosa,,,,Live,,,8,49,,,,,,4744084.402499999850988,655392.994099999777973,Quantitative,1,0,,,0,0,0,0,0,Quadrulini
580,201509020310.000000000000000,Quadrula quadrula,,,,Fresh Dead,,,0,0,,,,,,4744084.402499999850988,655392.994099999777973,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
581,201509020310.000000000000000,Utterbackia imbecillis,,,,Fresh Dead,,,0,0,,,,,,4744084.402499999850988,655392.994099999777973,Quantitative,0,0,,,0,0,0,0,0,Anodontini
582,201509020311.000000000000000,Obliquaria reflexa,,,,Fresh Dead,,,0,0,,,,,,4743991.086600000038743,655390.534400000236928,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
583,201509020311.000000000000000,Truncilla truncata,,,,Fresh Dead,,,0,0,,,,,,4743991.086600000038743,655390.534400000236928,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
584,201509020312.000000000000000,Amblema plicata,,,,Live,,,20,94,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,1,0,,,0,1,0,0,1,Amblemini
585,201509020312.000000000000000,Arcidens confragosus,,,,Fresh Dead,,,0,0,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,0,0,,,0,0,0,0,0,Anodontini
586,201509020312.000000000000000,Lampsilis cardium,,,,Live,,,11,112,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
587,201509020312.000000000000000,Lampsilis teres,,,,Fresh Dead,,,0,0,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
